name;link;KOI;massJupiter;massEarth;radiusJupiter;radiusEarth;density;temp;transit;period;sma;ecc;inc;dist
Kepler-77b;http://kepler.nasa.gov/Mission/discoveries/kepler77b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00127.01&type=KEPLER_CANDIDATE;0.43;136.66;0.96;10.761;0.603;1440;2.9338;3.57878087;0.04501;;88;570
Kepler-78b;http://kepler.nasa.gov/Mission/discoveries/kepler78b;;0.006;1.86;0.105;1.173;5.57;2250;;0.355;;;79;
Kepler-79b;http://kepler.nasa.gov/Mission/discoveries/kepler79b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00152.03&type=KEPLER_CANDIDATE;;;0.231;2.59;;868;5.0353;13.485;0.117;;88.81;
Kepler-79c;http://kepler.nasa.gov/Mission/discoveries/kepler79c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00152.02&type=KEPLER_CANDIDATE;;;0.247;2.77;;685;6.8189;27.402;0.188;;89.95;
Kepler-79d;http://kepler.nasa.gov/Mission/discoveries/kepler79d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00152.01&type=KEPLER_CANDIDATE;;;0.677;7.59;;553;8.6328;52.09059;0.29;;89.95;
Kepler-79e;http://kepler.nasa.gov/Mission/discoveries/kepler79e;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00152.04&type=KEPLER_CANDIDATE;;;0.3;3.36;;477;3.6864;81.065298;0.39;;89.38;
Kepler-80b;http://kepler.nasa.gov/Mission/discoveries/kepler80b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00500.01&type=KEPLER_CANDIDATE;;;0.236;2.64;;642;2.5797;7.053;0.065;;87.66;
Kepler-80c;http://kepler.nasa.gov/Mission/discoveries/kepler80c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00500.02&type=KEPLER_CANDIDATE;;;0.249;2.79;;583;2.5181;9.522;0.079;;87.66;
Kepler-80d;http://kepler.nasa.gov/Mission/discoveries/kepler80d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00500.03&type=KEPLER_CANDIDATE;;;0.155;1.74;;851;1.9896;3.072186;0.037;;85.94;
Kepler-80e;http://kepler.nasa.gov/Mission/discoveries/kepler80e;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00500.04&type=KEPLER_CANDIDATE;;;0.146;1.64;;740;1.9896;4.645387;0.049;;86.52;
Kepler-81b;http://kepler.nasa.gov/Mission/discoveries/kepler81b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00877.01&type=KEPLER_CANDIDATE;;;0.216;2.42;;646;2.5225;5.955;0.056;;85.94;
Kepler-81c;http://kepler.nasa.gov/Mission/discoveries/kepler81c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00877.02&type=KEPLER_CANDIDATE;;;0.211;2.37;;513;2.9369;12.04;0.089;;87.66;
Kepler-81d;http://kepler.nasa.gov/Mission/discoveries/kepler81d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00877.03&type=KEPLER_CANDIDATE;;;0.108;1.21;;427;2.5704;20.837846;0.128;;88.24;
Kepler-82b;http://kepler.nasa.gov/Mission/discoveries/kepler82b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00880.01&type=KEPLER_CANDIDATE;;;0.357;4;;581;3.9942;26.444;0.169;;89.38;
Kepler-82c;http://kepler.nasa.gov/Mission/discoveries/kepler82c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00880.02&type=KEPLER_CANDIDATE;;;0.477;5.35;;464;6.4115;51.538;0.264;;89.95;
Kepler-82d;http://kepler.nasa.gov/Mission/discoveries/kepler82d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00880.04&type=KEPLER_CANDIDATE;;;0.158;1.77;;1294;2.0256;2.382961;0.034;;88.81;
Kepler-82e;http://kepler.nasa.gov/Mission/discoveries/kepler82e;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00880.03&type=KEPLER_CANDIDATE;;;0.22;2.47;;958;2.8272;5.902206;0.063;;88.81;
Kepler-83b;http://kepler.nasa.gov/Mission/discoveries/kepler83b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00898.01&type=KEPLER_CANDIDATE;;;0.252;2.83;;572;2.6168;9.77;0.078;;88.24;
Kepler-83c;http://kepler.nasa.gov/Mission/discoveries/kepler83c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00898.03&type=KEPLER_CANDIDATE;;;0.211;2.36;;450;3.5778;20.09;0.126;;88.81;
Kepler-83d;http://kepler.nasa.gov/Mission/discoveries/kepler83d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00898.02&type=KEPLER_CANDIDATE;;;0.173;1.94;;708;2.1624;5.169796;0.051;;87.66;
Kepler-84b;http://kepler.nasa.gov/Mission/discoveries/kepler84b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01589.01&type=KEPLER_CANDIDATE;;;0.199;2.23;;937;4.3006;8.726;0.083;;88.24;
Kepler-84c;http://kepler.nasa.gov/Mission/discoveries/kepler84c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01589.02&type=KEPLER_CANDIDATE;;;0.211;2.36;;821;4.3713;12.883;0.108;;88.24;
Kepler-84d;http://kepler.nasa.gov/Mission/discoveries/kepler84d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01589.04&type=KEPLER_CANDIDATE;;;0.123;1.38;;1195;3.1728;4.224537;0.052;;86.52;
Kepler-84e;http://kepler.nasa.gov/Mission/discoveries/kepler84e;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01589.03&type=KEPLER_CANDIDATE;;;0.232;2.6;;638;5.1216;27.434389;0.181;;88.81;
Kepler-84f;http://kepler.nasa.gov/Mission/discoveries/kepler84f;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01589.05&type=KEPLER_CANDIDATE;;;0.196;2.2;;543;5.8608;44.552169;0.25;;88.81;
Kepler-85b;http://kepler.nasa.gov/Mission/discoveries/kepler85b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02038.01&type=KEPLER_CANDIDATE;;;0.176;1.97;;814;3.8461;8.306;0.079;;83.08;
Kepler-85c;http://kepler.nasa.gov/Mission/discoveries/kepler85c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02038.02&type=KEPLER_CANDIDATE;;;0.194;2.18;;712;4.3714;12.513;0.103;;84.8;
Kepler-85d;http://kepler.nasa.gov/Mission/discoveries/kepler85d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02038.03&type=KEPLER_CANDIDATE;;;0.107;1.2;;632;4.5096;17.91323;0.13;;85.94;
Kepler-85e;http://kepler.nasa.gov/Mission/discoveries/kepler85e;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02038.04&type=KEPLER_CANDIDATE;;;0.113;1.27;;563;4.0824;25.216751;0.163;;86.52;
Kepler-86b;http://kepler.nasa.gov/Mission/discoveries/kepler86b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K03663.01&type=KEPLER_CANDIDATE;;;0.903;10.12;;281;10.5;282.5255;0.828;0.41;89.83;
Kepler-87b;http://kepler.nasa.gov/Mission/discoveries/kepler87b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01574.01&type=KEPLER_CANDIDATE;1.02;324.2;1.204;13.49;0.729;478;12.0656;114.73635;0.481;0.036;89.274;
Kepler-87c;http://kepler.nasa.gov/Mission/discoveries/kepler87c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01574.02&type=KEPLER_CANDIDATE;0.02;6.4;0.548;6.14;0.152;403;16.7212;191.2318;0.676;0.039;89.588;
Kepler-88b;http://kepler.nasa.gov/Mission/discoveries/kepler88b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00142.01&type=KEPLER_CANDIDATE;0.027;8.7;0.337;3.78;0.87;791;3.2808;10.95416;0.098;0.056;89.055;339
